"film_id","annotation_id","final_ad","anonymized_ad","final_frame","frame_id","text","scene_or_background","context"
"4_Ericsson-AU","a4710","Dressed in his suit, James strolls down the promenade and scrambles up a sandy embankment overgrown with dry shrubs, grasses and cacti.","Dressed in his suit, Someone strolls down the promenade and scrambles up a sandy embankment overgrown with dry shrubs, grasses and cacti.","5830.jpg",10,0,1,"James turns back towards his towel.
Walking back towards the ocean, he looks around him again with an increasingly puzzled expression.
Heading back up the beach, he returns to his belongings and picks up his grey business shirt, still looking around in confusion as he pulls the sleeves over his arms."
"5_Ericsson-UK","a11","He heads up a steep, rugged slope.","He heads up a steep, rugged slope.","5830.jpg",10,0,1,"When the volume of the sound increases he looks about, perturbed by the strange trilling.
He heads back to his spot, a frown furrowing his brow, then picks up his work shirt and starts to put it on.
He keeps a wary eye on his surroundings. Later he is fully dressed and walking along a pavement with trees arcing over it."
"6_Mennell-CA","a20","He climbs a well worn dirt path up a slope of cactuses and brush.","He climbs a well worn dirt path up a slope of cactuses and brush.","5830.jpg",10,0,1,"Then he makes his way to his clothes, still scanning the landscape around him in search of the source of the sound.
He pulls on his light blue button down shirt.
Later, with his suit jacket open, he strolls beneath tall trees."
"7_MindsEye-UK","a16","He climbs a winding path up a cliffside, picking his way, in his business shoes.","He climbs a winding path up a cliffside, picking his way, in his business shoes.","5830.jpg",10,0,1,"He turns.  He has pale skin, greying hairs on his chest.
He walks back along the beach to his clothes, passing small boats out at sea.  He stoops, picks up his shirt, pulls it on.
A few moments later he walks along a path, in his suit and shirt."
"8_SDI-UK","a17","Walking through scrubland,he climbs a steep, dusty track.","Walking through scrubland,he climbs a steep, dusty track.","5830.jpg",10,0,1,"Looking perplexed by the sound, he checks about him. Further round the coast, in the background, the towers and buildings of a power plant fringe the shore.
James' brow is furrowed as he walks back to his belongings on the beach and puts on his shirt. Two small boats bob about in the water behind him.
Dressed again, but minus his tie, James walks past leafy trees."
"9_ADAssociates-US","a13","He climbs up a hill along a sandy path bordered by bushes and dry scrub","He climbs up a hill along a sandy path bordered by bushes and dry scrub","5830.jpg",10,0,1,"James stands, and wearing gray swim trunks, strolls toward the water but turns away and trudges on the sand several paces. Finally, he turns back.
He looks to both sides then moves on.
He dons his shirt."
"4_Ericsson-AU","a4711","Two hands holding a takeaway coffee cup.","Two hands holding a takeaway coffee cup.","5910.jpg",11,0,1,"Walking back towards the ocean, he looks around him again with an increasingly puzzled expression.
Heading back up the beach, he returns to his belongings and picks up his grey business shirt, still looking around in confusion as he pulls the sleeves over his arms.
Dressed in his suit again, James strolls down the promenade and scrambles up a sandy embankment overgrown with dry shrubs, grasses and cacti."
"6_Mennell-CA","a21","Hands tap a take out coffee cup.","Hands tap a take out coffee cup.","5910.jpg",11,0,1,"He pulls on his light blue button down shirt.
Later, with his suit jacket open, he strolls beneath tall trees.
Then he climbs a well worn dirt path up a slope of cactuses and brush."
"7_MindsEye-UK","a16","A takeaway coffee cup in a man's hands.","A takeaway coffee cup in a man's hands.","5910.jpg",11,0,1,"He turns.  He has pale skin, greying hairs on his chest.
He walks back along the beach to his clothes, passing small boats out at sea.  He stoops, picks up his shirt, pulls it on.
A few moments later he walks along a path, in his suit and shirt."
"0_Able-NZ","a14","Wearing a singlet, the man has a greying beard and frizzy hair. He gives a wry smile.","Wearing a singlet, the man has a greying beard and frizzy hair. He gives a wry smile.","6089.jpg",12,0,1,"Looking pertured, James continues looking away from the water, his eyes darting. He ambles back to his pile of clothes and puts on his grey business shirt.
Later, now fully clothed, James marches down a street lined with leafy trees.
He slowly makes his way up a steep, craggy slope with dry vegetation. A man taps his finger on a takeaway coffee cup."
"1_Bridge-US","a30","An unshaven older man with messy, longish, grey hair gazes around, looking bored. His eyes look moist and glassy.","An unshaven older man with messy, longish, grey hair gazes around, looking bored. His eyes look moist and glassy.","6089.jpg",12,0,1,"His unsmiling, serious face stares forward.
James climbs a dirt trail, up a mountain covered in short, dense bushes and cactuses.
Now, fingers lightly tap on a to-go coffee cup."
"2_BTI-UK","a75","A middle aged man with unkempt grey hair, heavy brows and a bristly beard smiles. He wears a green vest and a chain around his neck.","A middle aged man with unkempt grey hair, heavy brows and a bristly beard smiles. He wears a green vest and a chain around his neck.","6089.jpg",12,0,1,"He puts on his blue shirt, his eyes scouring the sky for the source of the sound.
With his suit back on, but no tie, he walks under a canopy of trees still looking puzzled.
He clambers up a sandy pathway to the top of a steep rocky slope"
"3_Deluxe-UK","a13","A man wears a dark green vest and a chain necklace around his neck. He's about 60 with fine shaggy grey hair and a beard.","A man wears a dark green vest and a chain necklace around his neck. He's about 60 with fine shaggy grey hair and a beard.","6089.jpg",12,0,1,"Heavy browed James frowns and steps towards the water's edge, he continues to look around as he walks along the sand.
James goes back to his things. He picks up his shirt and puts it on.
Fully dressed in his suit and with his shirt open James walks along by some trees. He tramps along a track running up a hill between scrubby bushes. Further up are craggy white rocks."
"4_Ericsson-AU","a4759","A thick-set man with a greying beard and fuzzy grey hair.","A thick-set man with a greying beard and fuzzy grey hair.","6089.jpg",12,0,1,"Heading back up the beach, he returns to his belongings and picks up his grey business shirt, still looking around in confusion as he pulls the sleeves over his arms
Dressed in his suit again, James strolls down the promenade and scrambles up a sandy embankment overgrown with dry shrubs, grasses and cacti
Two hands holding a takeaway coffee cup"
"5_Ericsson-UK","a12","An unkempt man in his sixties has unruly collar length hair tinged grey at the temples and a salt and pepper beard. He smiles.","An unkempt man in his sixties has unruly collar length hair tinged grey at the temples and a salt and pepper beard. He smiles.","6089.jpg",12,0,1,"He heads back to his spot, a frown furrowing his brow, then picks up his work shirt and starts to put it on.
He keeps a wary eye on his surroundings. Later he is fully dressed and walking along a pavement with trees arcing over it.
He heads up a steep, rugged slope, trying to track down the source of the sound."
"6_Mennell-CA","a22","A man in his sixties has unruly grey hair and a thick beard. He has tired green eyes.","A man in his sixties has unruly grey hair and a thick beard. He has tired green eyes.","6089.jpg",12,0,1,"Later, with his suit jacket open, he strolls beneath tall trees.
Then he climbs a well worn dirt path up a slope of cactuses and brush.
Elsewhere, hands tap a take out coffee cup."
"7_MindsEye-UK","a16","A bearded grey haired man with heavy green eyes. He has a chain around his neck, wears a vest.","A bearded grey haired man with heavy green eyes. He has a chain around his neck, wears a vest.","6089.jpg",12,0,1,"He turns.  He has pale skin, greying hairs on his chest.
He walks back along the beach to his clothes, passing small boats out at sea.  He stoops, picks up his shirt, pulls it on.
A few moments later he walks along a path, in his suit and shirt."
"8_SDI-UK","a18","A man in late middle-age has strong features, a grizzled beard and wild, wiry, greying hair. He wears a vest top and a heavy chain around his neck.","A man in late middle-age has strong features, a grizzled beard and wild, wiry, greying hair. He wears a vest top and a heavy chain around his neck.","6089.jpg",12,0,1,"James' brow is furrowed as he walks back to his belongings on the beach and puts on his shirt. Two small boats bob about in the water behind him.
Dressed again, but minus his tie, James walks past leafy trees.
Walking through scrubland,he climbs a steep, dusty track."
"9_ADAssociates-US","a17","In a tank top and with a gold chain around his neck, the man has a salt-and-pepper beard and straggly, wind-blown hair.","In a tank top and with a gold chain around his neck, the man has a salt-and-pepper beard and straggly, wind-blown hair.","6089.jpg",12,0,1,"Now, a man taps the side of a coffee cup.
He looks up and grins.
He shakes his head."
"0_Able-NZ","a16","White text reads: Rick, The retiree. ","White text reads: Rick, The retiree. ","6658.jpg",13,1,0,"He slowly makes his way up a steep, craggy slope with dry vegetation. A man taps his finger on a takeaway coffee cup.
Wearing a singlet, the man has a greying beard and frizzy hair. He gives a wry smile and looks down.
He traces his finger around the white plastic lid, then removes it. Examining the dark liquid contents, he holds the cup to his mouth, pauses, then takes a sip."
"1_Bridge-US","a34","Words: Rick, the Retiree.","Words: Rick, the Retiree.","6658.jpg",13,1,0,"He stares down at his hands and the coffee cup, circling his fingers around the plastic lid.
He removes the lid and raises the black coffee to his mouth.
The man hesitates, then gulps from the small cup."
"2_BTI-UK","a78","In white letters: RICK, the retiree.","In white letters: RICK, the retiree.","6658.jpg",13,1,0,"He clambers up a sandy pathway to the top of a steep rocky slope
A middle aged man with unkempt grey hair, heavy brows and a bristly beard taps his coffee cup in his fingers. He wears a green vest and a chain around his neck. His eyes follow a flight of birds and a smile comes to his lips.  He has a tatoo on his upper arm and a chain bracelet on one wrist. He taps the lid of the cup and lifts it.
He peers at the half full cup of coffee and takes a sip."
"3_Deluxe-UK","a14","Rick: The Retiree.","Rick: The Retiree.","6658.jpg",13,1,0,"James goes back to his things. He picks up his shirt and puts it on.
Fully dressed in his suit and with his shirt open James walks along by some trees. He tramps along a track running up a hill between scrubby bushes. Further up are craggy white rocks.
A man sits tapping a lidded takeaway coffee cup with his fingers. He wears jeans and a dark green vest. He's about 60 with fine shaggy grey hair and a beard. He shakes his head and lets out a long weary breath. He runs his finger round the coffee cup lid then pulls it off. He holds up the half full cup of black coffee and has a drink."
"4_Ericsson-AU","a4713","Rick - the retiree.","Rick - the retiree.","6658.jpg",13,1,0,"Dressed in his suit again, James strolls down the promenade and scrambles up a sandy embankment overgrown with dry shrubs, grasses and cacti.
Two hands holding a takeaway coffee cup. They belong to a thick-set man with a greying beard and fuzzy grey hair. His large eyes look about him.
He taps the lid of his coffee cup before taking it off and smelling the black coffee. He sips it with a look of resignation."
"5_Ericsson-UK","a14","Rick - the retiree.","Rick - the retiree.","6658.jpg",13,1,0,"He heads up a steep, rugged slope, trying to track down the source of the sound.
An unkempt man is holding a takeaway coffee cup in his hands.  He taps the side of the cup then narrows his eyes pensively before smiling and shaking his head. He's in his sixties, has unruly collar length hair tinged grey at the temples and a salt and pepper beard.
He lifts the plastic lid off the cup and peers at the dark liquid inside, hesitates then takes a sip."
"6_Mennell-CA","a26","A title reads: 'Rick: the retiree'.","A title reads: 'Rick: the retiree'.","6658.jpg",13,1,0,"He shakes his head.
He taps his coffee lid before removing it.
He swirls the dark liquid then takes a swig."
"7_MindsEye-UK","a18","Caption: Rick, the retiree.","Caption: Rick, the retiree.","6658.jpg",13,1,0,"He walks back along the beach to his clothes, passing small boats out at sea.  He stoops, picks up his shirt, pulls it on.
A few moments later he walks along a path, in his suit and shirt.
He climbs a winding path up a cliffside, picking his way, in his business shoes.  A takeaway coffee cup in a man’s hands; fingers tap.  A bearded grey haired man with heavy green eyes.  He has a chain around his neck, tattoos on his shoulder, wears a vest.  He shakes his head.  He runs his finger round the lid, removes it, and sips the black coffee."
"8_SDI-UK","a20","Rick. The Retiree.","Rick. The Retiree.","6658.jpg",13,1,0,"Walking through scrubland,he climbs a steep, dusty track.
A man holding a plastic cup taps the sides and sniffs. He's in late middle-age with strong features and a grizzled beard.
Looking bored,the man who has wild, wiry, greying hair runs an index finger around the lid of the cup, then removes it. The cup is half full of clear dark liquid, which he studies before taking a sip."
"9_ADAssociates-US","a19","Rick, the retiree.","Rick, the retiree.","6658.jpg",13,1,0,"He shakes his head.
he traces the lid of his cup with a finger. In a tank top and with a gold chain around his neck, the man has a salt-and-pepper beard and straggly, wind-blown hair.
Removing the coffee cup lid, he sips from his coffee."
"0_Able-NZ","a16","Wearing a singlet, the man has a greying beard and frizzy hair. White text reads: Rick, The retiree. ","Wearing a singlet, the man has a greying beard and frizzy hair. White text reads: Rick, The retiree. ","6658.jpg",13,1,1,"He slowly makes his way up a steep, craggy slope with dry vegetation. A man taps his finger on a takeaway coffee cup.
Wearing a singlet, the man has a greying beard and frizzy hair. He gives a wry smile and looks down.
He traces his finger around the white plastic lid, then removes it. Examining the dark liquid contents, he holds the cup to his mouth, pauses, then takes a sip."
"1_Bridge-US","a34","An unshaven older man with messy, longish, grey hair gazes around, looking bored. His eyes look moist and glassy. Words: Rick, the Retiree.","An unshaven older man with messy, longish, grey hair gazes around, looking bored. His eyes look moist and glassy. Words: Rick, the Retiree.","6658.jpg",13,1,1,"He stares down at his hands and the coffee cup, circling his fingers around the plastic lid.
He removes the lid and raises the black coffee to his mouth.
The man hesitates, then gulps from the small cup."
"2_BTI-UK","a78","A middle aged man with unkempt grey hair and heavy brows. He wears a green vest and a chain around his neck. In white letters: RICK, the retiree.","A middle aged man with unkempt grey hair and heavy brows. He wears a green vest and a chain around his neck. In white letters: RICK, the retiree.","6658.jpg",13,1,1,"He clambers up a sandy pathway to the top of a steep rocky slope
A middle aged man with unkempt grey hair, heavy brows and a bristly beard taps his coffee cup in his fingers. He wears a green vest and a chain around his neck. His eyes follow a flight of birds and a smile comes to his lips.  He has a tatoo on his upper arm and a chain bracelet on one wrist. He taps the lid of the cup and lifts it.
He peers at the half full cup of coffee and takes a sip."
"3_Deluxe-UK","a14","A man wears a dark green vest and a chain necklace around his neck. He's about 60 with fine shaggy grey hair and a beard. Rick: The Retiree.","A man wears a dark green vest and a chain necklace around his neck. He's about 60 with fine shaggy grey hair and a beard. Rick: The Retiree.","6658.jpg",13,1,1,"James goes back to his things. He picks up his shirt and puts it on.
Fully dressed in his suit and with his shirt open James walks along by some trees. He tramps along a track running up a hill between scrubby bushes. Further up are craggy white rocks.
A man sits tapping a lidded takeaway coffee cup with his fingers. He wears jeans and a dark green vest. He's about 60 with fine shaggy grey hair and a beard. He shakes his head and lets out a long weary breath. He runs his finger round the coffee cup lid then pulls it off. He holds up the half full cup of black coffee and has a drink."
"4_Ericsson-AU","a4713","A thick-set man with a greying beard and fuzzy grey hair. Rick - the retiree.","A thick-set man with a greying beard and fuzzy grey hair. Rick - the retiree.","6658.jpg",13,1,1,"Dressed in his suit again, James strolls down the promenade and scrambles up a sandy embankment overgrown with dry shrubs, grasses and cacti.
Two hands holding a takeaway coffee cup. They belong to a thick-set man with a greying beard and fuzzy grey hair. His large eyes look about him.
He taps the lid of his coffee cup before taking it off and smelling the black coffee. He sips it with a look of resignation."
"5_Ericsson-UK","a12","An unkempt man in his sixties has unruly collar length hair tinged grey at the temples and a salt and pepper beard. Rick - the retiree.","An unkempt man in his sixties has unruly collar length hair tinged grey at the temples and a salt and pepper beard. Rick - the retiree.","6658.jpg",13,1,1,"He heads back to his spot, a frown furrowing his brow, then picks up his work shirt and starts to put it on.
He keeps a wary eye on his surroundings. Later he is fully dressed and walking along a pavement with trees arcing over it.
He heads up a steep, rugged slope, trying to track down the source of the sound."
"6_Mennell-CA","a26","A man in his sixties has unruly grey hair and a thick beard. He has tired green eyes. A title reads: 'Rick: the retiree'.","A man in his sixties has unruly grey hair and a thick beard. He has tired green eyes. A title reads: 'Rick: the retiree'.","6658.jpg",13,1,1,"He shakes his head.
He taps his coffee lid before removing it.
He swirls the dark liquid then takes a swig."
"7_MindsEye-UK","a18","A bearded grey haired man with heavy green eyes. He has a chain around his neck, wears a vest. Caption: Rick, the retiree.","A bearded grey haired man with heavy green eyes. He has a chain around his neck, wears a vest. Caption: Rick, the retiree.","6658.jpg",13,1,1,"He walks back along the beach to his clothes, passing small boats out at sea.  He stoops, picks up his shirt, pulls it on.
A few moments later he walks along a path, in his suit and shirt.
He climbs a winding path up a cliffside, picking his way, in his business shoes.  A takeaway coffee cup in a man’s hands; fingers tap.  A bearded grey haired man with heavy green eyes.  He has a chain around his neck, tattoos on his shoulder, wears a vest.  He shakes his head.  He runs his finger round the lid, removes it, and sips the black coffee."
"8_SDI-UK","a20","A man in late middle-age has strong features, a grizzled beard and wild, wiry, greying hair. He wears a vest top and a heavy chain around his neck. Rick. The Retiree.",,"6658.jpg",13,1,1,"Walking through scrubland,he climbs a steep, dusty track.
A man holding a plastic cup taps the sides and sniffs. He's in late middle-age with strong features and a grizzled beard.
Looking bored,the man who has wild, wiry, greying hair runs an index finger around the lid of the cup, then removes it. The cup is half full of clear dark liquid, which he studies before taking a sip."
"9_ADAssociates-US","a19","In a tank top and with a gold chain around his neck, the man has a salt-and-pepper beard and straggly, wind-blown hair. Rick, the retiree.",,"6658.jpg",13,1,1,"He shakes his head.
he traces the lid of his cup with a finger. In a tank top and with a gold chain around his neck, the man has a salt-and-pepper beard and straggly, wind-blown hair.
Removing the coffee cup lid, he sips from his coffee."
"0_Able-NZ","a16","Rick sits on a wooden chair in a leafy urban park.","Someone sits on a wooden chair in a leafy urban park.","7099.jpg",14,0,1,"He slowly makes his way up a steep, craggy slope with dry vegetation. A man taps his finger on a takeaway coffee cup.
Wearing a singlet, the man has a greying beard and frizzy hair. He gives a wry smile and looks down.
He traces his finger around the white plastic lid, then removes it. Examining the dark liquid contents, he holds the cup to his mouth, pauses, then takes a sip."
"1_Bridge-US","a36","Rick sits alone at a park bench.","Someone sits alone at a park bench.","7099.jpg",14,0,1,"The man hesitates, then gulps from the small cup.
His eyes look moist and glassy.
Words appear: Rick, the Retiree."
"2_BTI-UK","a78","He is sitting on a bench beneath some trees in full leaf.","He is sitting on a bench beneath some trees in full leaf.","7099.jpg",14,0,1,"He clambers up a sandy pathway to the top of a steep rocky slope
A middle aged man with unkempt grey hair, heavy brows and a bristly beard taps his coffee cup in his fingers. He wears a green vest and a chain around his neck. His eyes follow a flight of birds and a smile comes to his lips.  He has a tatoo on his upper arm and a chain bracelet on one wrist. He taps the lid of the cup and lifts it.
He peers at the half full cup of coffee and takes a sip."
"3_Deluxe-UK","a14","He's sitting in the middle of three chairs in a park.","He's sitting in the middle of three chairs in a park.","7099.jpg",14,0,1,"James goes back to his things. He picks up his shirt and puts it on.
Fully dressed in his suit and with his shirt open James walks along by some trees. He tramps along a track running up a hill between scrubby bushes. Further up are craggy white rocks.
A man sits tapping a lidded takeaway coffee cup with his fingers. He wears jeans and a dark green vest. He's about 60 with fine shaggy grey hair and a beard. He shakes his head and lets out a long weary breath. He runs his finger round the coffee cup lid then pulls it off. He holds up the half full cup of black coffee and has a drink."
"4_Ericsson-AU","a4713","He's sitting on a park bench in dappled shade, wearing an olive-green vest that exposes the chain around his neck and the tattoos on his arm.","He's sitting on a park bench in dappled shade, wearing an olive-green vest that exposes the chain around his neck and the tattoos on his arm.","7099.jpg",14,0,1,"Dressed in his suit again, James strolls down the promenade and scrambles up a sandy embankment overgrown with dry shrubs, grasses and cacti.
Two hands holding a takeaway coffee cup. They belong to a thick-set man with a greying beard and fuzzy grey hair. His large eyes look about him.
He taps the lid of his coffee cup before taking it off and smelling the black coffee. He sips it with a look of resignation."
"5_Ericsson-UK","a15","Rick is sitting on a wooden chair in the shade of trees with mishapen trunks.","Someone is sitting on a wooden chair in the shade of trees with mishapen trunks.","7099.jpg",14,0,1,"An unkempt man is holding a takeaway coffee cup in his hands.  He taps the side of the cup then narrows his eyes pensively before smiling and shaking his head. He's in his sixties, has unruly collar length hair tinged grey at the temples and a salt and pepper beard.
He lifts the plastic lid off the cup and peers at the dark liquid inside, hesitates then takes a sip.
Rick - the retiree."
"6_Mennell-CA","a26","Sitting in the shade he wears an army green tank top that exposes his black tattoos on his upper arms.","Sitting in the shade he wears an army green tank top that exposes his black tattoos on his upper arms.","7099.jpg",14,0,1,"He shakes his head.
He taps his coffee lid before removing it.
He swirls the dark liquid then takes a swig."
"7_MindsEye-UK","a18","Rick sits on a park bench, in the sunshine.","Someone sits on a park bench, in the sunshine.","7099.jpg",14,0,1,"He walks back along the beach to his clothes, passing small boats out at sea.  He stoops, picks up his shirt, pulls it on.
A few moments later he walks along a path, in his suit and shirt.
He climbs a winding path up a cliffside, picking his way, in his business shoes.  A takeaway coffee cup in a man’s hands; fingers tap.  A bearded grey haired man with heavy green eyes.  He has a chain around his neck, tattoos on his shoulder, wears a vest.  He shakes his head.  He runs his finger round the lid, removes it, and sips the black coffee."
"8_SDI-UK","a20","Rick is sitting on a chair in a sun-dappled area of a park.","Someone is sitting on a chair in a sun-dappled area of a park.","7099.jpg",14,0,1,"Walking through scrubland,he climbs a steep, dusty track.
A man holding a plastic cup taps the sides and sniffs. He's in late middle-age with strong features and a grizzled beard.
Looking bored,the man who has wild, wiry, greying hair runs an index finger around the lid of the cup, then removes it. The cup is half full of clear dark liquid, which he studies before taking a sip."
"9_ADAssociates-US","a20","Seated in a chair between two other chairs. Behind him, foliage and tall trees.","Seated in a chair between two other chairs. Behind him, foliage and tall trees.","7099.jpg",14,0,1,"he traces the lid of his cup with a finger. In a tank top and with a gold chain around his neck, the man has a salt-and-pepper beard and straggly, wind-blown hair.
Removing the coffee cup lid, he sips from his coffee.
Rick, The retiree."
"0_Able-NZ","a19","Rick frowns.","Someone frowns.","9412.jpg",15,0,1,"White text reads: Rick, The retiree. Rick sits on a wooden chair in a leafy urban park. Hejiggles his knee as he continues sipping his drink. With a shake of his head, he places the cup on a seat next to him then claps his hands together.
Taking his phone from his back trouser pocket, Rick scrolls through his contact list. He presses the screen to call Craig Anderson and holds the phone to his ear.
Rick looks up, confused."
"3_Deluxe-UK","a17","He looks up, frowning.","He looks up, frowning.","9412.jpg",15,0,1,"Rick: The Retiree. Rick wears a chain necklace around his neck. He's sitting in the middle of three chairs in a park. He nervously jiggles his right leg up and down, puts the cup on the chair beside him and restlessly claps his hands together.
Rick looks agitated. He takes his mobile phone from his back pocket, opens the cover and scans through his contacts. He stops at Craig Anderson, and makes a call.
At the sound he looks up and frowns."
"4_Ericsson-AU","a4716","He frowns.","He frowns.","9412.jpg",15,0,1,"Rick - the retiree. He's sitting on a park bench in dappled shade, wearing an olive-green vest that exposes the chain around his neck and the tattoos on his arm. He taps his right leg restlessly as he takes another sip of coffee, then he puts the cup aside and claps his hands aimlessly.
Taking a phone from his back pocket, he searches his list of contacts before choosing the number of someone called Craig Anderson.
Rick frowns at the sky."
"9_ADAssociates-US","a24","Knits his eyebrows.","Knits his eyebrows.","9412.jpg",15,0,1,"He puts down the cup and claps his hands before retrieving a phone from his pocket.
He scrolls through contacts and selects ""Craig Anderson"".
Shakes his head."
"0_Able-NZ","a2486","A woman with tightly curled brunette hair holds a pencil to her mouth.","A woman with tightly curled brunette hair holds a pencil to her mouth.","10445.jpg",16,0,1,"Rick looks up, confused.
Rick frowns.
Pocketing his phone, Rick gets up and leaves his takeaway cup on the seat. He casts his eyes skyward as he walks away. A woman with tightly curled brunette hair holds a penci!to her mouth."
"1_Bridge-US","a47","A young woman looks tired and bites on the end of a pencil.","A young woman looks tired and bites on the end of a pencil.","10445.jpg",16,0,1,"Rick wanders off along a park trail, leaving his coffee cup on a bench.
Rick wears a loose, green tank-top and jeans. He looks up and turns around, as if he's scanning for the sound.
Now, a young woman looks tired and gazes at an open laptop."
"2_BTI-UK","a84","A girl with ringletted auburn hair chews on her pencil.","A girl with ringletted auburn hair, heaves a sigh and chews on her pencil.","10445.jpg",16,0,1,"He scrolls through his contact list.
He finds one, taps on the green ring icon and puts the phone to his ear.
He hears the high pitched sound."
"3_Deluxe-UK","a43","A young woman of about twenty has long red hair that hangs loose in ringlets. She chews a pencil.","A young woman of about twenty has long red hair that hangs loose in ringlets. She chews a pencil.","10445.jpg",16,0,1,"Rick looks agitated. He takes his mobile phone from his back pocket, opens the cover and scans through his contacts. He stops at Craig Anderson, and makes a call.
At the sound he looks up and frowns.
He looks up again, frowning."
"4_Ericsson-AU","a4718","A young woman with springy red-brown curls.","A young woman with springy red-brown curls.","10445.jpg",16,0,1,"Rick frowns at the sky.
He frowns again.
He leaves his coffee behind as he pockets his phone and walks through the park, scanning the air above his head."
"5_Ericsson-UK","a19","A curly haired woman bites the end of a pencil.","A curly haired woman bites the end of a pencil.","10445.jpg",16,0,1,"He puts down his cup then claps his hands before rubbing them together. He takes a smartphone out of his back pocket and starts scrolling down the list of contacts.
He selects a name, Craig Anderson, then holds his phone to his ear.
Rick sets off, wearing baggy jeans and a vest, looking intrigued by the strange sound. He leaves his coffee cup behind."
"6_Mennell-CA","a32","A girl in her early twenties with thick curly red hair.","A girl in her early twenties with thick curly red hair.","10445.jpg",16,0,1,"He squints toward the sky.
He squints upwards again.
Leaving his coffee on the bench he scans the sky  before heading off down a gravel path."
"7_MindsEye-UK","a22","A young woman with crinkly red hair chews a pencil.","A young woman with crinkly red hair chews a pencil.","10445.jpg",16,0,1,"He frowns at the sound.
He looks up, listening.
He stands; he sets off, leaving his coffee cup on the bench. He walks towards the trees looking around him."
"8_SDI-UK","a26","A young woman chewing a pencil. She has long, curly auburn hair.","A young woman chewing a pencil. She has long, curly auburn hair.","10445.jpg",16,0,1,"Using his index finger, he scrolls through his contacts list to Craig Anderson and calls him.
Hearing the noise, he scans about.
Leaving his cup on a chair, Rick hurries away along a sandy path, scanning above him and about him, following the noise"
"9_ADAssociates-US","a213","With foliage in the background, a young woman with long, curly, red hair brings a pencil end to her lips.","With foliage in the background, a young woman with long, curly, red hair brings a pencil end to her lips.","10445.jpg",16,0,1,"Moves his right hand back and forth
He looks around
Glancing to each side, Rick strolls along a concrete walkway, his coffee cup still on a bench"
"0_Able-NZ","a2486","White text reads: Jess, The student.","White text reads: Jess, The student.","10490.jpg",17,1,1,"Rick looks up, confused.
Rick frowns.
Pocketing his phone, Rick gets up and leaves his takeaway cup on the seat. He casts his eyes skyward as he walks away. A woman with tightly curled brunette hair holds a penci!to her mouth."
"1_Bridge-US","a47","Words appear: Jess, the Student.","Words appear: Jess, the Student.","10490.jpg",17,1,1,"Rick wanders off along a park trail, leaving his coffee cup on a bench.
Rick wears a loose, green tank-top and jeans. He looks up and turns around, as if he's scanning for the sound.
Now, a young woman looks tired and gazes at an open laptop."
"2_BTI-UK","a84","In white letters: JESS, the student.","In white letters: JESS, the student.","10490.jpg",17,1,1,"He scrolls through his contact list.
He finds one, taps on the green ring icon and puts the phone to his ear.
He hears the high pitched sound."
"3_Deluxe-UK","a20","Jess: The Student.","Jess: The Student.","10490.jpg",17,1,1,"He looks up again, frowning.
Rick leaves the coffee cup on the seat, gets up and walks away, looking around as he goes. A young woman of about twenty sits at a desk typing. She has long red hair that hangs loose in ringlets.
She restlessly chews a pencil."
"4_Ericsson-AU","a4718","Jess - the student.","Jess - the student.","10490.jpg",17,1,1,"Rick frowns at the sky.
He frowns again.
He leaves his coffee behind as he pockets his phone and walks through the park, scanning the air above his head."
"5_Ericsson-UK","a19","Jess - the student.","Jess - the student.","10490.jpg",17,1,1,"He puts down his cup then claps his hands before rubbing them together. He takes a smartphone out of his back pocket and starts scrolling down the list of contacts.
He selects a name, Craig Anderson, then holds his phone to his ear.
Rick sets off, wearing baggy jeans and a vest, looking intrigued by the strange sound. He leaves his coffee cup behind."
"6_Mennell-CA","a32","A title reads: 'Jess, the student.'","A title reads: 'Jess, the student.'","10490.jpg",17,1,1,"He squints toward the sky.
He squints upwards again.
Leaving his coffee on the bench he scans the sky  before heading off down a gravel path."
"7_MindsEye-UK","a23","Caption: Jess the student.","Caption: Jess the student.","10490.jpg",17,1,1,"He looks up, listening.
He stands; he sets off, leaving his coffee cup on the bench. He walks towards the trees looking around him.
A young woman with crinkly red hair."
"8_SDI-UK","a27","Jess. The Student.","Jess. The Student.","10490.jpg",17,1,1,"Hearing the noise, he scans about.
Leaving his cup on a chair, Rick hurries away along a sandy path, scanning above him and about him, following the noise
A young woman."
"9_ADAssociates-US","a29","Jess, The student.","Jess, The student.","10490.jpg",17,1,1,"He looks around.
Glancing to each side, Rick strolls along a concrete walkway, his coffee cup still on a bench.
Next, with foliage in the background, a young woman with long, curly, red hair sits at a laptop and papers. She brings a pencil end to her lips."
"6_Mennell-CA","a36","Outside, she wears a jacket and scarf.","Outside, she wears a jacket and scarf.","12807.jpg",18,0,1,"She searches for her phone beneath a pile of papers on her desk.
Hanging up she surveys the room around her.
Hearing the noise again she stands."
"7_MindsEye-UK","a25","She wears a warm coat with fur-trimmed hood, a patterned scarf around her neck.","She wears a warm coat with fur-trimmed hood, a patterned scarf around her neck.","12807.jpg",18,0,1,"A young woman with crinkly red hair.
She chews on a pencil.  Caption: Jess the student.  She puts down her pencil, searches for her phone on her desk, beside her Macbook laptop.
She ends the call. She looks around, frowning, listening."
