image,text,text_someone,names,context
1005_Signs_00.47.10.640-00.47.15.307/0007.jpg,Graham sits on the sofa. Light floods through the windows into the confortably furnished room. A black cable snakes across the polished dark wood floor.,Someone sits on the sofa. Light floods through the windows into the confortably furnished room. A black cable snakes across the polished dark wood floor.,Graham,"Light floods through the windows into the comfortably furnished room.
Graham heaves himself into a sitting position.
And stays there for a while without moving."
1005_Signs_00.47.29.528-00.47.34.737/0008.jpg,A black cable snakes across the polished dark wood floor. The lead runs into a closet. Graham opens the door.,A black cable snakes across the polished dark wood floor. The lead runs into a closet. Someone opens the door.,Graham,"He then spots a black cable snaking across the polished dark wood floor.
Hoisting himself slowly to his feet, he follows the cable across the room and into the hallway.
The lead runs into a closet under the stairs."
1005_Signs_00.47.34.737-00.47.37.330/0010.jpg,A bleary eyed Merrill sits in the closet.,A bleary eyed Someone sits in the closet.,Merrill,"Hoisting himself slowly to his feet, he follows the cable across the room and into the hallway.
The lead runs into a closet under the stairs.
And Graham opens the door to find a bleary eyed Merrill sitting perfectly still, staring fixedly at the TV."
1005_Signs_00.48.51.252-00.48.55.907/0007.jpg,"Graham, wearing a blue dressing gown, pads out of the bathroom, drying his ear with a towel.","Someone, wearing a blue dressing gown, pads out of the bathroom, drying his ear with a towel.",Graham,"He looks up, a little surprised.
Uncomfortable, Graham goes.
The doors shut."
1005_Signs_00.49.05.236-00.49.08.728/0007.jpg,Graham raises his eyebrows.,Someone raises his eyebrows.,Graham,"The doors shut.
Later, Graham, wearing a blue dressing gown, pads out of the bathroom, drying his ear with a towel.
Frowning, he goes to a window and looks down into the empty garden, with its swings, climbing frame and picnic bench."
1005_Signs_00.49.11.170-00.49.17.557/0007.jpg,He walks along the landing towards the children's room.,He walks along the landing towards the children's room.,,"Later, Graham, wearing a blue dressing gown, pads out of the bathroom, drying his ear with a towel.
Frowning, he goes to a window and looks down into the empty garden, with its swings, climbing frame and picnic bench.
Hearing the voice, Graham raises his eyebrows."
1005_Signs_00.49.19.170-00.49.21.070/0001.jpg,"Morgan and Bo are sitting on a bed, wearing pointy cone shaped hats made of silver foil. They look up. Morgan's holding open a book.","People are sitting on a bed, wearing pointy cone shaped hats made of silver foil. They look up. Someone's holding open a book.","Morgan and Bo
Morgan","Then, walks along the landing and into the children's room.
Morgan and Bo are sitting on a bed, wearing pointy cone shaped hats made of silver foil.
They look up."
1005_Signs_00.49.31.740-00.49.33.570/0007.jpg,Graham sits down between his children on the bed. He peers down at Morgan's book.,Someone sits down between his children on the bed. He peers down at Someone's book.,"Graham
Morgan","Morgan's holding open a book.
Bo points to her hat.
Graham enters and sits down between his children on the bed."
1005_Signs_00.49.55.140-00.49.56.807/0002.jpg,Graham sits down between his children on the bed. He peers down at Morgan's book.,Someone sits down between his children on the bed. He peers down at Someone's book.,"Graham
Morgan","Bo points to her hat.
Graham enters and sits down between his children on the bed.
He peers down at Morgan's book."
1005_Signs_00.49.56.847-00.50.00.407/0001.jpg,Graham sits down between his children on the bed. Morgan's holding the book. Bo points at it.,Someone sits down between his children on the bed. Someone's holding the book. Someone points at it.,"Graham
Morgan
Bo","Graham enters and sits down between his children on the bed.
He peers down at Morgan's book.
Morgan closes the book."
1005_Signs_00.50.33.560-00.50.42.147/0007.jpg,Graham takes the book from Morgan.,Someone takes the book from Someone.,"Graham
Morgan","And Graham falters.
Opening the book.
Graham looks uncertain."
1005_Signs_00.50.42.147-00.50.43.189/0012.jpg,Morgan and Bo look on.,People look on.,Morgan and Bo,"Opening the book.
Graham looks uncertain.
Nodding dubiously, Graham takes the book from Morgan and starts to leaf through the pages."
1005_Signs_00.50.49.340-00.50.53.515/0006.jpg,"On one page is a picture of a bluey green alien with an angular jaw, and black almond shaped eyes.","On one page is a picture of a bluey green alien with an angular jaw, and black almond shaped eyes.",,"Nodding dubiously, Graham takes the book from Morgan and starts to leaf through the pages.
Morgan and Bo look on.
On one page is a simple sketch of an extraterrestrial with a teardrop shaped head and large catlike eyes."
1005_Signs_00.51.02.340-00.51.05.290/0012.jpg,"On one page, a gloomy nighttime drawing of a UFO firing two red laser beams into a wooden farmhouse, which is on fire. Flames pouring from the upstairs windows.","On one page, a gloomy nighttime drawing of a UFO firing two red laser beams into a wooden farmhouse, which is on fire. Flames pouring from the upstairs windows.",,"On one page is a simple sketch of an extraterrestrial with a teardrop shaped head and large catlike eyes.
On another page is a picture of a bluey green alien with an angular jaw, and black almond shaped eyes.
On a third page, a gloomy nighttime drawing of a UFO firing two red laser beams into a wooden farmhouse, which is on fire."
1005_Signs_00.51.20.451-00.51.25.108/0001.jpg,"Lying on the lawn of the pictured house are three shadowy bodies, an adult and two children.","Lying on the lawn of the pictured house are three shadowy bodies, an adult and two children.",,"On a third page, a gloomy nighttime drawing of a UFO firing two red laser beams into a wooden farmhouse, which is on fire.
Flames pouring from the upstairs windows.
Lying on the lawn of the pictured house are three shadowy bodies, an adult and two children."
1005_Signs_00.51.25.108-00.51.27.070/0007.jpg,Morgan and Bo are staring at the picture.,People are staring at the picture.,Morgan and Bo,"Flames pouring from the upstairs windows.
Lying on the lawn of the pictured house are three shadowy bodies, an adult and two children.
Morgan and Bo are staring at the picture."
1005_Signs_00.51.58.600-00.52.03.267/0005.jpg,The telephone receiver pressed to his ear. He glances down the landing into a room containing a dressmaker's dummy.,The telephone receiver pressed to his ear. He glances down the landing into a room containing a dressmaker's dummy.,,"And answers the phone on the landing.
Graham stands stock still.
The telephone receiver still pressed to his ear."
1005_Signs_00.52.10.121-00.52.13.733/0012.jpg,"Clothed, Graham takes a coat from the closet.","Clothed, Someone takes a coat from the closet.",Graham,"The telephone receiver still pressed to his ear.
He glances down the landing into a room containing a dressmaker's dummy.
Now clothed, Graham plods downstairs."
1005_Signs_00.52.26.406-00.52.35.484/0009.jpg,Clouds through a telescope.,Clouds through a telescope.,,"Takes a coat from the closet, where Merrill is still glued to the TV.
Then, picks up some keys.
Merrill's confused."
1005_Signs_00.52.40.619-00.52.42.961/0004.jpg,"From the bedroom, Morgan's looking through a telescope. Bo stands beside him with a worried expression.","From the bedroom, Someone's looking through a telescope. Someone stands beside him with a worried expression.","Morgan
Bo","Merrill's confused.
From the bedroom, Morgan's looking at clouds through a telescope.
Bo stands beside him."
1005_Signs_00.52.50.830-00.52.55.559/0007.jpg,"From the bedroom, Morgan's looking through a telescope. Bo hugs his arm.","From the bedroom, Someone's looking through a telescope. Someone hugs his arm.","Morgan
Bo","Bo stands beside him.
Bo Nods with a worried expression.
She gives a slow deliberate nod."
1005_Signs_00.53.04.349-00.53.07.775/0009.jpg,Graham knocks at the house of Vet. Ray Reddy.,Someone knocks at the house of Vet. Someone.,"Graham
Ray Reddy","She gives a slow deliberate nod.
She hugs his arm.
Bo avoids eye contact."
1005_Signs_00.53.15.030-00.53.22.697/0007.jpg,He peers through slats in the wooden door.,He peers through slats in the wooden door.,,"Bo avoids eye contact.
Graham knocks at the house of Vet. Ray Reddy.
He opens the screen door."
1005_Signs_00.53.36.950-00.53.41.493/0012.jpg,He looks through the closed window.,He looks through the closed window.,,"Graham gently releases the handle.
Stepping back from the door, his keen eye scanning from left to right.
He turns and treads calmly along the wooden veranda surrounding the house."
1005_Signs_00.53.47.946-00.53.48.988/0010.jpg,"An office. The compact ruin is deserted, the solid dark wood desk clattered with papers. A wooden chair lies upturned on the floor beside the lampshade. Its toppled vase on a small round table above, the naked bulb still glowing brightly.","An office. The compact ruin is deserted, the solid dark wood desk clattered with papers. A wooden chair lies upturned on the floor beside the lampshade. Its toppled vase on a small round table above, the naked bulb still glowing brightly.",,"Reaching the closed window, he stops and looks through the glass into an office.
The compact ruin is deserted, the solid dark wood desk clattered with papers.
Graham's gaze alights on a wooden chair lying upturned on the floor beside the lampshade."
1005_Signs_00.54.08.440-00.54.13.107/0007.jpg,"A brown Chevy 4x4 is parked on a short driveway, a figure at the wheel. Graham approaches the vehicle across a lawn.","A brown Chevy 4x4 is parked on a short driveway, a figure at the wheel. Someone approaches the vehicle across a lawn.",Graham,"Graham views the scene with restrained alarm.
Then, backing away.
He turns and spots the brown Chevy 4x4 parked on a short driveway, a figure the wheel."
1005_Signs_00.54.13.440-00.54.15.107/0003.jpg,Graham approaches the vehicle across a lawn. The passenger side window is lowered.,Someone approaches the vehicle across a lawn. The passenger side window is lowered.,Graham,"Then, backing away.
He turns and spots the brown Chevy 4x4 parked on a short driveway, a figure the wheel.
Graham approaches the vehicle cautiously across a lawn, leaning over to get a view of its occupant."
1005_Signs_00.54.18.795-00.54.24.210/0011.jpg,The passenger side window is lowered. Graham puts both hands on the sill and leans in with an inquisitive frown.,The passenger side window is lowered. Someone puts both hands on the sill and leans in with an inquisitive frown.,Graham,"He turns and spots the brown Chevy 4x4 parked on a short driveway, a figure the wheel.
Graham approaches the vehicle cautiously across a lawn, leaning over to get a view of its occupant.
The passenger side window is lowered."
1005_Signs_00.54.25.994-00.54.29.713/0011.jpg,"Ray, the Asian man sits with one hand clamped to the steering wheel.","Someone, the Asian man sits with one hand clamped to the steering wheel.",Ray,"Graham approaches the vehicle cautiously across a lawn, leaning over to get a view of its occupant.
The passenger side window is lowered.
Graham puts both hands on the sill and leans in with an inquisitive frown."
1005_Signs_00.54.29.713-00.54.33.406/0010.jpg,In the back are bundles of clothes.,In the back are bundles of clothes.,,"The passenger side window is lowered.
Graham puts both hands on the sill and leans in with an inquisitive frown.
Ray, the Asian man who stayed in town, sits with one hand clamped to the steering wheel, rocking nervously and staring numbly ahead."
1005_Signs_00.54.34.089-00.54.41.998/0013.jpg,He notices a blood stain on Gray's check shirt.,He notices a blood stain on Someone's check shirt.,Gray,"Graham puts both hands on the sill and leans in with an inquisitive frown.
Ray, the Asian man who stayed in town, sits with one hand clamped to the steering wheel, rocking nervously and staring numbly ahead.
In the back are bundles of clothes which Graham eyes questioningly."
1005_Signs_00.55.46.300-00.55.47.967/0013.jpg,Ray is still staring ahead.,Someone is still staring ahead.,Ray,"Ray is still staring ahead.
He lowers his eyes then frowns.
Graham regards him closely."
1005_Signs_00.56.32.553-00.56.34.352/0005.jpg,"Graham stares, his eyes moistened a little.","Someone stares, his eyes moistened a little.",Graham,"The slowly, he turns and takes a breath.
His doleful eyes linger on Graham, then, he starts the engine.
Ray sits back in his seat."
1005_Signs_00.56.53.180-00.57.00.536/0007.jpg,"Gragam, fights with his emotions. His eyes moistened, lips curled and features crumpled.","Gragam, fights with his emotions. His eyes moistened, lips curled and features crumpled.",,"Ray sits back in his seat.
Graham stares.
He peers earnestly at Graham, whose eyes moistened a little as he fights with his emotions."
1005_Signs_00.57.00.536-00.57.03.407/0004.jpg,Ray gazes.,Someone gazes.,Ray,"Graham stares.
He peers earnestly at Graham, whose eyes moistened a little as he fights with his emotions.
His lips curled and features crumpled, he nods sufferingly."
1005_Signs_00.57.10.403-00.57.17.240/0010.jpg,Graham faces Ray's clapboard home.,Someone faces Someone's clapboard home.,"Graham
Ray","He peers earnestly at Graham, whose eyes moistened a little as he fights with his emotions.
His lips curled and features crumpled, he nods sufferingly.
Ray drops his gaze."
1005_Signs_00.57.40.264-00.57.41.432/0007.jpg,"In the closet, Merrill is watching TV.","In the closet, Someone is watching TV.",Merrill,"Ray drops his gaze.
Graham turns to face Ray's clapboard home.
At the farmhouse, in the closet under the stairs, Merrill is still watching TV."
1005_Signs_00.57.49.730-00.57.56.660/0006.jpg,Tables laden with party food lie abandoned.,Tables laden with party food lie abandoned.,,"At the farmhouse, in the closet under the stairs, Merrill is still watching TV.
His brow creased with worry and lips slightly apart.
Merrill moves his chair right up to the television, and watches the cam coder footage of his hysterical young children inside the house."
1005_Signs_00.58.03.370-00.58.06.037/0007.jpg,The children swarm to a window.,The children swarm to a window.,,"Merrill moves his chair right up to the television, and watches the cam coder footage of his hysterical young children inside the house.
The kids gathered by French windows and point to the backyard, where tables laden with party food lie abandoned.
The camera focuses on tall bench bushes at the back of the yard, then, returns to the interior."
1005_Signs_00.58.08.344-00.58.10.603/0005.jpg,Merrill watches in frustration.,Someone watches in frustration.,Merrill,"The kids gathered by French windows and point to the backyard, where tables laden with party food lie abandoned.
The camera focuses on tall bench bushes at the back of the yard, then, returns to the interior.
It follows the children as they swarm to another window."
1005_Signs_00.58.11.370-00.58.14.920/0001.jpg,A boy looks out.,A boy looks out.,,"The camera focuses on tall bench bushes at the back of the yard, then, returns to the interior.
It follows the children as they swarm to another window.
Merrill watches in frustration."
1005_Signs_00.58.16.740-00.58.19.070/0001.jpg,The camera focuses on the passage.,The camera focuses on the passage.,,"It follows the children as they swarm to another window.
Merrill watches in frustration.
A boy looks out on a narrow passageway."
1005_Signs_00.58.22.356-00.58.27.190/0006.jpg,Merrill cups a hand to his face in shock.,Someone cups a hand to his face in shock.,Merrill,"A boy looks out on a narrow passageway.
The camera focuses on the passage.
A lanky dark ring with a human appearance steps across the passage, and out of view."
1005_Signs_00.58.41.217-00.58.49.039/0012.jpg,The picture freezes on the creature.,The picture freezes on the creature.,,"A lanky dark ring with a human appearance steps across the passage, and out of view.
Merrill recoils, cupping a hand to his face in shock as he backs away from the TV.
The film is rewound."
1005_Signs_00.58.54.693-00.58.56.697/0001.jpg,"Graham's into Ray's house, outside the open kitchen door. Chairs lie turned on the floor.","Someone's into Someone's house, outside the open kitchen door. Chairs lie turned on the floor.","Graham
Ray","Merrill sits back down in front of the TV and watches mouth gaping as the picture freezes on the creature.
The image flickers slightly.
Graham's into Ray's house."
1005_Signs_00.58.56.697-00.59.02.600/0011.jpg,Chairs lie turned on the floor and the table's being wedged against the door leading into the pantry.,Chairs lie turned on the floor and the table's being wedged against the door leading into the pantry.,,"The image flickers slightly.
Graham's into Ray's house.
Pausing outside the open kitchen door."
1005_Signs_00.59.19.170-00.59.22.510/0005.jpg,A gap under the door.,A gap under the door.,,"He steps timidly into the room, where chairs lie turned on the floor and the tables being wedged against the door leading into the pantry.
A shadow passes under the door as Graham treads hesitantly towards it.
The movement is then accompanied by a sound."
1005_Signs_00.59.50.930-00.59.54.597/0007.jpg,He closes his eyes and mouths something.,He closes his eyes and mouths something.,,"The shadow under the pantry door stops moving.
Graham eyes the door anxiously, then, swallows.
He nods to himself."
1005_Signs_01.00.20.810-01.00.23.620/0004.jpg,"He bends down and presses his face to the tiles, peering under the door. He finds nothing but shards of glass.","He bends down and presses his face to the tiles, peering under the door. He finds nothing but shards of glass.",,"Graham glances briefly away from the door incredulous.
Then, with his head turned wearily to one side, and ticked defensively back a little drops delicately to a kneeling position.
Bends down and pressing his face to the tiles, peers under the pantry door."
1005_Signs_01.00.30.346-01.00.37.190/0012.jpg,"He contemplates some chopped vegetables sitting on a work top and lying next to them, a large kitchen knife.","He contemplates some chopped vegetables sitting on a work top and lying next to them, a large kitchen knife.",,"Bends down and pressing his face to the tiles, peers under the pantry door.
He finds nothing but shards of glass.
Kneeling up again and sighing with relief."
1005_Signs_01.00.37.190-01.00.40.919/0011.jpg,Graham reaches out and grabs the knife.,Someone reaches out and grabs the knife.,Graham,"He finds nothing but shards of glass.
Kneeling up again and sighing with relief.
He spots some chopped vegetables sitting on a work top and lying next to them, a large kitchen knife."
1005_Signs_01.00.40.919-01.00.48.057/0005.jpg,Graham holds the knife at belly level.,Someone holds the knife at belly level.,Graham,"Kneeling up again and sighing with relief.
He spots some chopped vegetables sitting on a work top and lying next to them, a large kitchen knife.
Graham contemplates the knife for a moment the reaches out and grabs it."
1005_Signs_01.00.48.057-01.00.56.410/0011.jpg,The knife is positionned at the base of the door.,The knife is positionned at the base of the door.,,"He spots some chopped vegetables sitting on a work top and lying next to them, a large kitchen knife.
Graham contemplates the knife for a moment the reaches out and grabs it.
Holding the knife at belly level, he twists the long wide blade until he's looking at his own reflection in the polished steel."
1005_Signs_01.00.56.410-01.01.02.270/0006.jpg,"Cans, bottles and boxes of food are reflected in the blade.","Cans, bottles and boxes of food are reflected in the blade.",,"Graham contemplates the knife for a moment the reaches out and grabs it.
Holding the knife at belly level, he twists the long wide blade until he's looking at his own reflection in the polished steel.
Glancing up, he reaches forward and positions the knife at a downward sloping angle at the base of the door."
1005_Signs_01.01.12.560-01.01.15.800/0006.jpg,He grabs the knife and kneels.,He grabs the knife and kneels.,,"Turning the knife in different directions, cans, bottles, and boxes of food are reflected in the blade.
Graham withdraws the knife and puts it down on the floor beside him.
Then frustrating himself on his belly, he makes to look under the door again."
1005_Signs_01.01.16.648-01.01.18.090/0007.jpg,"Kneeling, he sets the knife down on the worktop.","Kneeling, he sets the knife down on the worktop.",,"Graham withdraws the knife and puts it down on the floor beside him.
Then frustrating himself on his belly, he makes to look under the door again.
Having second thoughts, he grabs the knife and kneels up."
1005_Signs_01.01.18.090-01.01.24.687/0007.jpg,"Head bowed, he strides out into the hallway.","Head bowed, he strides out into the hallway.",,"Then frustrating himself on his belly, he makes to look under the door again.
Having second thoughts, he grabs the knife and kneels up.
Setting the knife back down on the worktop."
1005_Signs_01.01.35.246-01.01.36.413/0007.jpg,A clawed hand shoots out from under the door.,A clawed hand shoots out from under the door.,,"He rises to his feet and head bowed strides determinedly out into the hallway.
Stopping in his tracks, Graham turns and marches back in, seizing the knife.
He lies on his stomach by the pantry door."
1005_Signs_01.01.38.419-01.01.42.143/0009.jpg,The creature's fingers are sliced off.,The creature's fingers are sliced off.,,"He lies on his stomach by the pantry door.
A clawed hand shoots out from under the door.
Startled, Graham bangs his head and drops the knife."
1005_Signs_01.01.43.111-01.01.50.878/0007.jpg,"The flock of birds springs from the maize fields, scattering, and flying away.","The flock of birds springs from the maize fields, scattering, and flying away.",,"A clawed hand shoots out from under the door.
Startled, Graham bangs his head and drops the knife.
Retrieving the knife, Graham slices off the creature's fingers."
1005_Signs_01.01.56.554-01.01.58.678/0007.jpg,Graham returns to the farm house.,Someone returns to the farm house.,Graham,"Startled, Graham bangs his head and drops the knife.
Retrieving the knife, Graham slices off the creature's fingers.
Started, the flock of birds springs from the maize fields, scattering, and flying away."
1005_Signs_01.01.58.678-01.02.05.497/0007.jpg,He locks the door behing him.,He locks the door behing him.,,"Retrieving the knife, Graham slices off the creature's fingers.
Started, the flock of birds springs from the maize fields, scattering, and flying away.
Later, Graham returns to the farm house."
1005_Signs_01.02.19.934-01.02.21.634/0007.jpg,"Bo, Morgan and Merrill are on the sofa wearing silver foil cone hats. Merrill sits with his hands on his knees.",People are on the sofa wearing silver foil cone hats. Someone sits with his hands on his knees.,"Bo, Morgan and Merrill
Merrill","Locking the door behind him, he hurriedly checks the handle, then, walks off past the open living room door.
He stops dead and stares, seeing Bo, Morgan, and now Merrill on the sofa wearing silver foil cone hats.
Without flinching, Graham turns stiffly and goes to sit on the stairs."
1005_Signs_01.02.24.810-01.02.26.810/0005.jpg,"Graham sits on the stairs, linking his hands together.","Someone sits on the stairs, linking his hands together.",Graham,"He stops dead and stares, seeing Bo, Morgan, and now Merrill on the sofa wearing silver foil cone hats.
Without flinching, Graham turns stiffly and goes to sit on the stairs.
Merrill sits still with his hands on his knees."
1005_Signs_01.03.24.950-01.03.27.301/0010.jpg,Graham makes a pained frown.,Someone makes a pained frown.,Graham,"Merrill sits still with his hands on his knees.
Graham links his hands together.
Merrill turns to Morgan."
1005_Signs_01.03.40.480-01.03.48.150/0007.jpg,"Putting one hand on the post at the bottom of the stairs, Graham pulls himself wearily up.","Putting one hand on the post at the bottom of the stairs, Someone pulls himself wearily up.",Graham,"Graham links his hands together.
Merrill turns to Morgan.
Graham makes a pained frown."
1005_Signs_01.04.26.040-01.04.27.807/0007.jpg,Bo holds up one arm.,Someone holds up one arm.,Bo,"Merrill turns to Morgan.
Graham makes a pained frown.
Putting one hand on the post at the bottom of the stairs, Graham pulls himself wearily up and plods into the living room, moving up to the sofa."
1005_Signs_01.04.28.754-01.04.30.362/0010.jpg,Graham holds up one arm.,Someone holds up one arm.,Graham,"Graham makes a pained frown.
Putting one hand on the post at the bottom of the stairs, Graham pulls himself wearily up and plods into the living room, moving up to the sofa.
Bo holds up one arm."
1005_Signs_01.04.34.921-01.04.37.170/0009.jpg,Morgan and Merrill raise their arms.,People raise their arms.,Morgan and Merrill,"Putting one hand on the post at the bottom of the stairs, Graham pulls himself wearily up and plods into the living room, moving up to the sofa.
Bo holds up one arm.
Graham does the same."
1005_Signs_01.05.11.043-01.05.17.727/0007.jpg,Graham eyes them uncertainly. All three.,Someone eyes them uncertainly. All three.,Graham,"Morgan and Merrill raise their arms.
Graham eyes them uncertainly.
All three."
1005_Signs_01.05.25.434-01.05.27.500/0010.jpg,Morgan peers up at his father. Merrill stares blankly ahead.,Someone peers up at his father. Someone stares blankly ahead.,"Morgan
Merrill","Merrill and Bo lower their arms, Morgan settles himself back down on the sofa.
Graham hesitates a moment then steps forward, and sits beside his son on the end of the couch.
Morgan peers up at his father."
1005_Signs_01.05.48.386-01.05.52.556/0009.jpg,"In broad daylight, Merrill leaves his converted barn holding a large white cotton sack.","In broad daylight, Someone leaves his converted barn holding a large white cotton sack.",Merrill,"Morgan peers up at his father.
Merrill stares blankly ahead.
He sighs."
1005_Signs_01.05.52.556-01.06.00.637/0006.jpg,"Holding a large white cotton sack, he jogs down the grey-painted wooden stairs on the side of the building.","Holding a large white cotton sack, he jogs down the grey-painted wooden stairs on the side of the building.",,"Merrill stares blankly ahead.
He sighs.
Now, in broad daylight, Merrill leaves his converted barn holding a large white cotton sack."
1005_Signs_01.06.00.970-01.06.04.366/0010.jpg,He takes a drag on the cigarette.,He takes a drag on the cigarette.,,"He sighs.
Now, in broad daylight, Merrill leaves his converted barn holding a large white cotton sack.
A cigarette in one hand, he jogs down the grey-painted wooden stairs on the side of the building then trudges across the lawn towards the farmhouse."
1005_Signs_01.06.23.628-01.06.28.137/0003.jpg,"He stands, watching the crop.","He stands, watching the crop.",,"As he takes a drag on the cigarette, his attention is drawn to the field of maize.
Merrill throws the cigarette butt to the ground, then, slows to a gradual stop.
Dumping the cotton sack, he reaches down, picks up a stone, and launches it into the field of maize."
1005_Signs_01.06.38.002-01.06.51.035/0007.jpg,"Holding a cotton sack, he jogs up the steps to the farmhouse veranda.","Holding a cotton sack, he jogs up the steps to the farmhouse veranda.",,"He stands immobile, watching the crop with anxious expectation.
Behind him, shrubs growing outside the farmhouse are buffeted by the growing wind.
Merrill eyes the crops suspiciously, then, retreats."
1005_Signs_01.06.57.086-01.07.00.360/0004.jpg,Morgan and Bo are glued to the TV screen. Merrill arrives.,People are glued to the TV screen. Someone arrives.,"Morgan and Bo
Merrill","Merrill eyes the crops suspiciously, then, retreats.
He picks up the cotton sack, jogs up the steps to the farmhouse veranda and hits indoors.
Morgan and Bo are glued to the TV screen in the closet."
1005_Signs_01.07.00.360-01.07.04.740/0012.jpg,Morgan and Bo are glued to the TV screen. Graham and Merrill stand and watch.,People are glued to the TV screen. People stand and watch.,"Morgan and Bo
Graham and Merrill","He picks up the cotton sack, jogs up the steps to the farmhouse veranda and hits indoors.
Morgan and Bo are glued to the TV screen in the closet.
Graham and Merrill arrive."
1005_Signs_01.07.41.500-01.07.44.084/0006.jpg,Graham looks uneasy. Merrill is deep in thought.,Someone looks uneasy. Someone is deep in thought.,"Graham
Merrill","Graham and Merrill arrive.
They stand and watch.
Graham looks uneasy."
1005_Signs_01.07.50.470-01.07.53.300/0010.jpg,The presenter shifts fearfully.,The presenter shifts fearfully.,,"They stand and watch.
Graham looks uneasy.
Merrill is deep in thought."
1005_Signs_01.08.25.240-01.08.26.907/0007.jpg,Merrill alone with Morgan and Bo. The two children are mesmerized.,Someone alone with People. The two children are mesmerized.,"Merrill
Morgan and Bo","Standing rooted to the floor, Graham continues to scrutinize the images on the TV.
His features sagging mournfully as he reflects on the presenter's words.
He wanders off, leaving Merrill alone with Morgan and Bo."
1005_Signs_01.08.39.600-01.08.42.791/0006.jpg,The two children are mesmerized by the screen. Merrill kneels on the floor beside them.,The two children are mesmerized by the screen. Someone kneels on the floor beside them.,Merrill,"He wanders off, leaving Merrill alone with Morgan and Bo.
The two children are mesmerized by the screen.
Merrill kneels down on the floor beside them."
1005_Signs_01.09.07.505-01.09.15.444/0012.jpg,He peers out of a window that is partially borded up on the inside.,He peers out of a window that is partially borded up on the inside.,,"Looking up at Merrill.
Pale with worry, Morgan turns back to the TV.
Graham is now in the room."
1005_Signs_01.09.15.444-01.09.17.784/0010.jpg,"A plank of old wood is secured to the window, blocking out the light completely.","A plank of old wood is secured to the window, blocking out the light completely.",,"Pale with worry, Morgan turns back to the TV.
Graham is now in the room.
He moves to a window, which is being partially boarded up on the inside and peers out."
1005_Signs_01.09.18.760-01.09.21.647/0011.jpg,"Outside, the silver pipes of a wind chime knock against each other.","Outside, the silver pipes of a wind chime knock against each other.",,"Graham is now in the room.
He moves to a window, which is being partially boarded up on the inside and peers out.
He then takes a plank of old wood and secures it over the window, blocking out the light completely."
1005_Signs_01.09.29.193-01.09.34.944/0007.jpg,Graham sits indoors in dim lights.,Someone sits indoors in dim lights.,Graham,"He then takes a plank of old wood and secures it over the window, blocking out the light completely.
Outside, the silver pipes of a wind chime knock against each other.
Then, more chime are disturbed by the strengthening breeze."
1005_Signs_01.10.08.160-01.10.09.700/0007.jpg,"Graham sits indoors in dim lights and smiles. Merrill stands next to Morgan and Bo, who are standing against a wall.","Someone sits indoors in dim lights and smiles. Someone stands next to People, who are standing against a wall.","Graham
Merrill
Morgan and Bo","Graham sits indoors in dim lights, staring and failing me ahead.
Merrill sauces into the room and stops next to Morgan and Bo, who are standing against a wall.
Graham nods."
1005_Signs_01.10.32.812-01.10.35.003/0005.jpg,"In the dimly little kitchen, pans and bowls, one full of empty eggshells, are stacked up into two sinks.","In the dimly little kitchen, pans and bowls, one full of empty eggshells, are stacked up into two sinks.",,"Graham turns to look at his brother.
Graham beams.
His lips spread into a smile."
1005_Signs_01.10.39.323-01.10.45.740/0010.jpg,"In the dimly little kitchen, pans and bowls are stacked up. Graham, Merrill, and the two children sit at the dinner table in the next room.","In the dimly little kitchen, pans and bowls are stacked up. People and the two children sit at the dinner table in the next room.","Graham, Merrill,","His lips spread into a smile.
Later, in the dimly little kitchen, pans and bowls, one full of empty eggshells, are stacked up into two sinks.
On a worktop lies a sharp knife along with a skinned onion, some potato peel on top of tomato."
1005_Signs_01.11.41.926-01.11.43.722/0007.jpg,Morgan's eyes are swollen.,Someone's eyes are swollen.,Morgan,"Shifting awkwardly in his chair, Graham casts a fleeting glance at the others.
Graham's taken aback.
Graham's lips trembles slightly."
1005_Signs_01.11.47.934-01.11.51.763/0010.jpg,He reaches over with a fork.,He reaches over with a fork.,,"Graham's taken aback.
Graham's lips trembles slightly.
Morgan's eyes are swollen."
1005_Signs_01.11.55.707-01.11.58.025/0002.jpg,Bo sitting in tears.,Someone sitting in tears.,Bo,"Morgan's eyes are swollen.
He reaches over and stabs his fork into a piece of molten toast, then, sits back down.
Merrill watches in disbelief as Graham tucks into his mount of food."
1005_Signs_01.11.58.508-01.12.01.481/0009.jpg,"Upset, Graham winces as he eats.","Upset, Someone winces as he eats.",Graham,"He reaches over and stabs his fork into a piece of molten toast, then, sits back down.
Merrill watches in disbelief as Graham tucks into his mount of food.
Bo sitting next to him in tears."
1005_Signs_01.12.12.590-01.12.19.537/0005.jpg,Morgan leans into his father who hugs him tightly.,Someone leans into his father who hugs him tightly.,Morgan,"Bo sitting next to him in tears.
Upset, Graham winces as he eats.
Observing him, Morgan gets up from his chair and goes to his dad who is now throwing down his fork and is sobbing uncontrollably."
1005_Signs_01.12.19.601-01.12.25.537/0007.jpg,The family embrace.,The family embrace.,,"Upset, Graham winces as he eats.
Observing him, Morgan gets up from his chair and goes to his dad who is now throwing down his fork and is sobbing uncontrollably.
Morgan leans into his father who hugs him tightly, then, pulls Bo to his other side."
